,smiles,quality,QED,SA
0,CC=CC=CC(Cl)C1Oc2ccccc2-c2c1cccc2,296.797,0.5345593048791827,7.467146699397791
1,CC=CC=NCc1cc(-c2ncccc2)c2CC=Cc2c1,274.367,0.7553198229287443,7.947881048732636
2,CC(C)=NC(=O)c1cc(C)cc(Cc2ccccc2)c1,265.35600000000005,0.7644222730693945,7.816597074974435
3,CNCc1ccc2ccccc2c1,171.243,0.7318681790731921,7.715572684729933
4,CC(CC1=CC=CC=CC1)c1ccc(-c2ccc(O)cc2)cc1,302.41700000000003,0.7345337035579511,7.708085740970941
5,O=C(O)c1cc(C(Cl)c2cc(-c3cccc(F)c3)cc(-c3ccccc3)c2)ccc1,416.87900000000013,0.34949045748324353,5.366136331417032
6,CC=Cc1cc2cnccc2cc1,169.227,0.638078009850503,7.465639109160257
7,O=C(O)c1ccc2ccccc2c1,172.18299999999996,0.7172080990038779,6.880692338380888
8,C=CC=CC=Cc1ccc(-c2ccccc2)cc1,232.32599999999996,0.6425313822908757,7.955840954996024
9,c1ccc(-c2ccc3ccccc3c2)cc1,204.27199999999996,0.546879426801855,7.290999842386439
10,C=CC=CC=CC(C=CC)c1ccccc1,210.32,0.4901420146908164,7.839769450345689
11,Fc1ccccc1OCc1ccccc1,202.22800000000004,0.7407182581716487,7.254867251701422
12,CC=Cc1ccccc1,118.17899999999997,0.5315253963209767,7.830608681658724
13,Clc1ccccc1,112.559,0.4833833263681997,6.899375407561684
14,CC=Cc1ccc(CN)cc1,147.221,0.6813292207378141,7.909635672308141
15,Cc1cc(-c2ccccc2)c(Cl)c(Cl)c1,237.129,0.6564066095418389,6.810301785627192
16,C=CC=CC=CN(C)C(=O)c1cc(-c2ccc(N3CCCCC3)cc2)cc(CF)c1,404.5290000000002,0.5174936627101502,7.64097477127484
17,Fc1ccccc1CN1CC(c2ccc(Br)c(Cl)c2)CCC1F,400.6940000000001,0.5783234971163005,6.450015512703322
18,CCC(C)c1cc(-c2cccc(F)c2)cc(C(N)=O)c1,271.335,0.8932279008492654,5.699341888783733
19,CCNC(=O)c1ccc2ccc(-c3ccccc3)cc2c1,275.35100000000006,0.7600902084055315,7.706565774579131
20,Fc1c(-c2cc(C(F)(F)F)ccc2)cccc1,240.19899999999993,0.6430662704590824,6.323218269143676
21,c1ccc2CCCCc2c1,132.20599999999996,0.5086297206140044,7.59316821000213
22,C=NC(=O)c1cc(-c2ccccc2)cc(C(c2ccccc2)c2ccccc2)c1,375.471,0.2940925713595479,7.970681278332617
23,NC(=Nc1ccccc1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,340.348,0.5023752719199804,7.236393110417858
24,N=Cc1ccc(-c2cc(C(=O)N(C(=O)c3ccccc3)C(=O)c3cccc(-c4cc(O)ccc4)c3)ccc2)cc1,524.5760000000002,0.18751629470290837,4.807439941507532
25,N=C(N)c1cc2c(cc1)CC(c1cc3ccccc3c(CF)c1)=CC=C2,342.4170000000001,0.49578156877605156,7.907734045285881
26,CC=CC(c1ccccc1)c1ccc(C)cc1,222.33100000000002,0.6600626531226718,7.275464939630409
27,CC=Cc1cc(-c2cc(O)ccc2)cc(-c2cccc(F)c2)c1,304.36400000000003,0.6385442724543667,7.733083169565152
28,CC1CCC2CCC(C)C3(c4ccccc4)c4ccccc4-c4cc5cnccc5cc4C23C1,443.63400000000024,0.2881768257518805,8.906750876318295
29,CC=C(C)C(=Cc1cccc(-c2c(Cl)cccc2)c1)c1ccccc1,344.88500000000005,0.3389649835852525,5.6907828476463225
30,CC(Cl)c1ccccc1Cl,175.058,0.5712376083974567,7.415016748659525
31,c1ccccc1,78.11399999999999,0.4426283718993647,7.083878589393599
32,c1ccccc1,78.11399999999999,0.4426283718993647,7.083878589393599
33,CN(CC(CCl)c1ccc(C(=O)O)cc1)C1NC(F)=CCc2ccc(C(N)=O)cc21,431.89500000000015,0.46102380309693175,7.688277084992711
34,c1ccc(-c2cc3c(cccc3-c3cc4ccccc4c(-c4ccccc4)c3)cc2)cc1,406.5280000000001,0.27495476209967434,7.857102813898543
35,Cc1cc(C(F)CC=CC(F)OCc2ccc(-c3ccccc3)cc2)cc(-c2ccccc2)c1,454.5600000000002,0.2296326768950443,8.18394456546755
36,Oc1ccccc1,94.11299999999999,0.514729544768675,7.437390798959875
37,c1ccccc1,78.11399999999999,0.4426283718993647,7.083878589393599
38,c1ccc(-c2ccccc2)cc1,154.212,0.5905018880213778,7.074926957458443
39,C=CC=CCc1ccccc1,144.21699999999996,0.5719872910371028,7.993089570544684
40,CC=Cc1ccc(-c2cc(-c3cc(O)ccc3)cc(O)c2)cc1,302.37300000000005,0.6736645679834844,7.853473640908232
41,C(=CC(c1ccccc1)c1ccccc1)Cc1ccccc1,284.402,0.5335471222958974,4.846848997529725
