,smiles,quality,QED,SA
0,O=COc1c(O)c(OC(=O)C(=O)OC(O)O)c2OCC(C(=O)O)Cc2c1,372.238,0.1507359058461435,7.158288488355633
1,Nc1ccc(O)cc1CC(Cl)C=C=O,211.64800000000002,0.34487695050127437,7.673808951832454
2,NC(CCC(=O)CCO)C(F)F,181.18199999999996,0.6194983712879244,4.368840905889149
3,CNC(=O)CC=C(O)C(CC(=O)O)OCC(O)C(F)C(=O)O,323.2730000000001,0.3276850995661576,7.405821399273217
4,NC(F)C(CF)CCC(=O)O,167.15499999999997,0.591954843373572,5.083578729325047
5,COc1cc(CO)cc(OCCC(=Cc2cc(Cl)ccc2)C(=O)OCc2cccc(C(=O)N3C=CC(C)=C3)c2)c1,560.0460000000002,0.17295318695379672,7.4261808272703504
6,O=CCCC(=O)CCC(=O)O,158.153,0.5677018198689959,7.039311005047554
7,CC(F)c1ccccc1N(Cc1cc(CC=CCNc2nc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1)C(=O)F,553.5180000000003,0.12886975251742747,7.433737756945247
8,CC(Cl)CC(CCC=O)CCCc1ccc(C(F)(F)F)cc1,334.8089999999999,0.4215932948892839,7.578873199473127
9,CCNC(=O)C(C=CCOc1c(CCCl)c(O)c(O)cc1)=CCCC(F)(F)F,421.8430000000002,0.2286252503481401,4.739012071012235
10,C=CC=CC=CCOc1c(CC(F)F)ccc(O)c1,266.28700000000003,0.7588766620013345,7.826293903638134
11,O=CC(F)CCCCCc1cc(F)cc(C(=O)Oc2cc(-c3ccc(F)cc3)cc(F)c2)c1,458.45100000000014,0.1126121527392289,6.022611292320777
12,O=C(O)C1CNC(=O)C2C(=O)OCOC12,215.16099999999997,0.4003732284601198,7.533418176597967
13,O=C(O)Nc1cc2c(cc1)NC(=O)NC2=O,221.17199999999997,0.5540430464052335,6.32267693073133
14,C=CC=CC=CCOC(O)=C(CCC(O)F)C(=O)O,272.272,0.3401709978301522,7.124832193063444
15,O=C(F)c1cc(F)c(F)c(Cl)c1,194.539,0.4963114496080488,4.569080146131698
16,O=C(Cl)NCC(=O)C(O)C(=O)C(O)C(=O)O,253.59399999999997,0.24081795081896631,7.129598609090776
17,O=C(O)NCC1C=CN=C1,140.142,0.5851892477623006,7.708776958449734
18,NC(=O)C1=CCC(C=O)OC1,155.153,0.5404219033467986,7.488218238367311
19,NC(=O)CC(O)=C1C=NC=C1F,170.14299999999997,0.5941458381597023,6.686200866601441
20,CC=CC=CC1(Oc2ccc(CNC(=O)CCOc3cc(C(=O)O)cc(C(F)F)c3)cc2)CCCCC1C(=O)O,557.5900000000003,0.2609309442739427,8.456193736968178
21,O=C(O)CC1CC(C(=O)O)CCC1=O,200.19,0.6928833693463968,7.857951226767809
22,COCCOC(O)C(O)C(O)C(CCC=O)OCCCCCCC(=O)c1c(C(=O)N2CCCCC2)ccc(Cl)c1,586.1220000000006,0.09094836321329672,8.940718743012024
23,COC(OF)OC(CN)=C(O)C(F)CCO,243.20599999999996,0.41857854859255095,7.285198045444183
24,CC(O)CCCOC(C)CO,162.22899999999998,0.5605135888764478,8.095944855183467
25,O=CCCCC(CCO)OCCCc1cc(NCCC=Cc2cccc(C(F)(F)F)c2)ccc1,477.5670000000001,0.2203639625764735,8.355219800616513
26,COC(OC(=O)Cl)OP(=O)(OBr)OC(=O)C1OC(O)(C(O)C=O)C(O)C(CC(=O)O)OC1O,591.593,0.07904612929796326,7.910834391794134
27,CC1COCC(OC(=O)O)C1,160.16899999999995,0.5835087354688024,6.562502447329484
28,NC=NCNC(CNC(=O)OC(O)O)C(F)CCC=O,294.283,0.1381701957804203,7.6875094706348515
29,NCc1c(C=CC(CCCCNC(CC(=O)O)C2CCNC2)CNc2cc(-c3ccccc3)ccc2)cccc1,540.7520000000001,0.14807646905882849,9.010778102987816
30,COC(CC(CC(O)C(=O)O)OCCC(O)CCCc1c(C(=O)O)cccc1)C(=O)O,442.4610000000002,0.2501900262732953,8.522082044603538
31,N#CCCCCC=O,111.144,0.4045898484201968,7.401567351071326
32,NC(CC(CCC1=NCN=N1)COC(=O)C(F)(F)C(F)(F)F)=C(F)C(=O)OCl,438.7120000000001,0.33704939250037863,7.140420461396115
33,NCCC(=CC=CCCl)CCO,189.68599999999998,0.49082827264543927,6.527537599663774
34,O=C(O)COc1c(CCCl)cccc1,214.64799999999997,0.7623252491396191,7.107480268434707
35,O=C(O)CC(CCCCO)C(=O)OCCOC(COCCO)OCC(O)C(OCC=CC1=CC=CC1)C(=O)CO,574.6200000000005,0.055074321040258674,8.963233525782362
36,COc1c(F)cc(C=O)cc1,154.14,0.6051595911040778,6.496809272145761
37,O=CCOC1C(=O)CC(CC(=O)O)C2C(O)C(CO)C(CO)OC12,346.332,0.382875104576175,8.400271529529865
38,F,20.006,0.35079494417635715,6.523674191550965
39,OCCc1ccccc1,122.16699999999996,0.6249752698115418,7.7786355229025865
40,O=Cc1ccc(OCC(F)F)c(Cl)c1,220.60199999999995,0.7297004156529227,6.295288886704359
41,CC=CNC(=O)C(C=CCOC1=C(NC)CC(CC=O)C1)c1ccc(N)cc1,383.49200000000013,0.3280432936399584,8.358838783031684
42,CC(=CCc1cc(-c2cc(CN)ccc2)ncc1CCOc1cc(C(=O)O)cc(C(=O)O)c1)CN1CCCCC1,543.6640000000002,0.26623737263460057,8.122311895375192
43,F,20.006,0.35079494417635715,6.523674191550965
44,O=C(CCC=C1CNCC1=O)OF,187.16999999999996,0.6451547746694951,6.999037575171635
45,NC(=O)C=CC(=O)CC(O)C(O)C(=O)O,217.177,0.37208446491611935,7.886530553690885
46,F,20.006,0.35079494417635715,6.523674191550965
47,O=CCc1cc(COC=CC=NCCc2cccc(C(=O)O)c2)cc(CO)c1,381.4280000000001,0.3543735076776054,6.480415638670406
48,COc1c(C=O)ccc(OC(=O)O)c1Cl,230.60299999999995,0.48965147957704297,6.054414016527416
49,O=C(O)CC(F)C(O)C(F)(O[PH](O)(O)O)C(=O)O,296.11499999999995,0.300588650425667,6.390811604003027
50,CCC(C)CC=CC(C=O)CC=COC1Oc2c(OCC1O)c1c(OC=C(O)O1)c(CC(=O)O)c2F,508.4950000000003,0.22976510886426993,8.485753280879997
51,NC(=O)CCCC=CC=CC(=O)O,183.207,0.3634800719738276,7.639005313639485
52,O=Cc1cc(CO)ccc1,136.14999999999998,0.615430136727063,7.2078738875303765
53,C=CCNCCC(CCCCCCOC(CO)CCCC=O)c1cc(COCC(=O)Nc2ccccc2)ccc1,552.7560000000002,0.08668545846574835,8.995021924788322
54,CC(C)=CC=CCF,114.16300000000001,0.4836340467964492,7.891535097370671
55,O=CCC(O)C1COC(=O)OC1NCC(=O)CC(F)(F)F,313.228,0.5095519940568228,7.953630611867864
56,NC(=O)c1c(OF)cc(C=O)cc1,183.13799999999995,0.706285916765614,6.266947981986055
57,O=CCCC=C(F)C(F)(F)F,170.10499999999996,0.3607373285869155,6.232266581840556
58,C=CC=Cc1cccc(C=CCC(=CCCCCCOC(CCC=O)CC(CNC(=O)Cl)OF)C(O)C(=O)O)c1,580.0930000000003,0.03734435938660286,8.87311350505313
59,FC(F)(F)F,88.00300000000001,0.3931671530217094,2.0887905390708337
60,O=C(O)CCCC(=O)CC(O)C(O)CO,220.22099999999998,0.41312485074952743,7.357146136354568
61,CCCCCC(C)CCCc1cccc(OCCc2cc3ccccc3cc2)c1,388.59500000000014,0.2855411587478953,8.386181875793026
62,NC(=O)C=CC(F)C1=CNNN1,172.16299999999998,0.40394564517285636,7.819291365907741
63,CCCCCC(=O)CO,130.18699999999998,0.5662570032367185,7.984314131948192
64,O=CCCC1CNC(=O)CC1F,173.18699999999998,0.6292916629839529,6.282421546114925
